DR1ILINE,DR1DRSTZ,DRABF,DR1DAY,DR1LANG,DR1CCMTX,DR1_030Z,DR1FS,DR1_040Z,DR1IGRMS
2,1,2,7,1,5.40E-79,1,16,2,25
3,1,2,7,1,5.40E-79,1,16,2,127.5
4,1,2,7,1,5.40E-79,1,16,2,155
5,1,2,7,1,4,2,16,2,14.7
6,1,2,7,1,4,2,16,2,26.25
7,1,2,7,1,4,2,16,2,10
8,1,2,7,1,4,2,16,2,6.25
9,1,2,7,1,5,2,16,2,86
10,1,2,7,1,5,2,16,2,56
12,1,2,7,1,5,2,16,2,21
13,1,2,7,1,5,2,16,2,8
14,1,2,7,1,5.40E-79,2,16,2,28
15,1,2,7,1,12,3,1,1,42.19
16,1,2,7,1,12,3,1,1,65
17,1,2,7,1,5.40E-79,3,1,1,64.5
18,1,2,7,1,5.40E-79,3,1,1,204
19,1,2,7,1,5.40E-79,6,1,1,76.5
20,1,2,7,1,5.40E-79,6,1,1,125
21,1,2,7,1,5.40E-79,7,1,1,62
22,1,2,7,1,14,6,27,1,26.25
23,1,2,7,1,14,6,27,1,44
1,1,2,6,1,5.40E-79,2,1,1,110
2,1,2,6,1,5.40E-79,2,1,1,140
3,1,2,6,1,5.40E-79,2,1,1,488
4,1,2,6,1,5.40E-79,7,15,2,870
5,1,2,6,1,1,7,15,2,870
6,1,2,6,1,1,7,15,2,2
7,1,2,6,1,5.40E-79,3,1,2,38.25
8,1,2,6,1,5.40E-79,3,1,2,32.5
9,1,2,6,1,1,3,1,2,366
10,1,2,6,1,1,3,1,2,75
11,1,2,6,1,1,3,1,2,0.4
12,1,2,6,1,1,3,15,2,870
13,1,2,6,1,1,3,15,2,2
1,1,2,5,1,1,1,27,1,600
2,1,2,5,1,1,1,27,1,50
3,1,2,5,1,1,1,27,1,6
4,1,2,5,1,5.40E-79,2,1,1,250
5,1,2,5,1,5.40E-79,2,1,1,28
6,1,2,5,1,5.40E-79,6,1,1,18.75
7,1,2,5,1,5.40E-79,3,1,1,250
8,1,2,5,1,5.40E-79,3,1,1,28
9,1,2,5,1,5.40E-79,3,,1,195
10,1,2,5,1,5.40E-79,6,1,1,130.63
11,1,2,5,1,5.40E-79,6,1,1,523.9
1,1,2,6,1,2,1,1,1,29.25
2,1,2,6,1,2,1,1,1,122.01
3,1,2,6,1,5.40E-79,1,1,1,228.75
4,1,2,6,1,5.40E-79,2,1,1,360
5,1,2,6,1,5.40E-79,2,1,1,155
6,1,2,6,1,5.40E-79,2,1,1,22
7,1,2,6,1,5.40E-79,6,1,1,110
8,1,2,6,1,5.40E-79,6,1,1,10.33
1,1,2,2,1,1,1,1,1,540
2,1,2,2,1,1,1,1,1,15
3,1,2,2,1,3,1,1,1,159.04
4,1,2,2,1,3,1,1,1,20
5,1,2,2,1,3,1,1,1,20
6,1,2,2,1,5.40E-79,1,1,1,100
7,1,2,2,1,5.40E-79,1,1,1,240
8,1,2,2,1,5.40E-79,9,27,2,240
9,1,2,2,1,5.40E-79,6,27,2,42
10,1,2,2,1,5.40E-79,2,1,1,67
11,1,2,2,1,90,2,1,1,88.88
12,1,2,2,1,90,2,1,1,15
13,1,2,2,1,9,2,1,1,104.06
14,1,2,2,1,9,2,1,1,12.09
15,1,2,2,1,5.40E-79,2,1,1,300
16,1,2,2,1,5.40E-79,6,1,1,341.8
17,1,2,2,1,5.40E-79,6,1,1,240
18,1,2,2,1,6,4,1,1,325.5
19,1,2,2,1,6,4,1,1,1.33
20,1,2,2,1,3,4,1,1,52.5
21,1,2,2,1,3,4,1,1,15
22,1,2,2,1,5.40E-79,4,1,1,240
23,1,2,2,1,5.40E-79,6,1,1,22
24,1,2,2,1,5.40E-79,6,1,1,240
1,1,2,5,1,5.40E-79,2,3,1,358
2,1,2,5,1,5.40E-79,2,3,1,372
3,1,2,5,1,1,7,1,1,180
4,1,2,5,1,1,7,1,1,488
5,1,2,5,1,1,7,1,1,37.5
1,1,2,3,1,2,1,1,1,38.06
2,1,2,3,1,2,1,1,1,213.51
3,1,2,3,1,5.40E-79,6,1,1,6
4,1,2,3,1,5.40E-79,6,,1,225
5,1,2,3,1,5.40E-79,2,1,1,125
6,1,2,3,1,5.40E-79,2,1,1,230
7,1,2,3,1,5.40E-79,2,19,1,200
8,1,2,3,1,5.40E-79,2,,1,225
9,1,2,3,1,5,2,1,1,36
10,1,2,3,1,5,2,1,1,14
11,1,2,3,1,5,2,1,1,7
12,1,2,3,1,5,2,1,1,10.5
14,1,2,3,1,5.40E-79,2,,1,225
15,1,2,3,1,5.40E-79,6,1,1,44
16,1,2,3,1,5.40E-79,6,1,1,122
17,1,2,3,1,12,3,1,1,56.25
18,1,2,3,1,12,3,1,1,34
19,1,2,3,1,9,3,1,1,35
20,1,2,3,1,9,3,1,1,41.25
21,1,2,3,1,5.40E-79,3,,1,120
22,1,2,3,1,5.40E-79,6,1,1,245
23,1,2,3,1,5.40E-79,6,,1,45
1,1,2,5,2,1,10,1,1,120
2,1,2,5,2,1,10,1,1,126
3,1,2,5,2,1,10,1,1,37.5
4,1,2,5,2,5.40E-79,10,1,1,45
5,1,2,5,2,5.40E-79,12,1,1,101.25
6,1,2,5,2,5.40E-79,12,1,1,33.75
7,1,2,5,2,5.40E-79,12,1,1,33.75
8,1,2,5,2,5.40E-79,12,1,1,186
9,1,2,5,2,5.40E-79,12,1,1,374.06
10,1,2,5,2,5.40E-79,12,1,1,77.5
11,1,2,5,2,5.40E-79,12,1,1,22.5
1,1,2,4,1,5.40E-79,1,1,1,108
2,1,2,4,1,5.40E-79,1,1,1,320.25
3,1,2,4,1,5,2,1,2,56
4,1,2,4,1,5,2,1,2,56
5,1,2,4,1,5,2,1,2,14
6,1,2,4,1,5,2,1,2,21
8,1,2,4,1,5.40E-79,2,1,2,28
9,1,2,4,1,5.40E-79,2,1,2,360
10,1,2,4,1,5.40E-79,3,1,1,270
11,1,2,4,1,5.40E-79,3,1,1,141
12,1,2,4,1,5.40E-79,3,1,1,320.25
1,1,2,2,1,1,1,1,1,345
2,1,2,2,1,1,1,1,1,1.04
3,1,2,2,1,1,1,1,1,1.33
4,1,2,2,1,5,2,1,1,270
5,1,2,2,1,5,2,1,1,16
6,1,2,2,1,5,2,1,1,40
7,1,2,2,1,5,2,1,1,28
8,1,2,2,1,5,2,1,1,30
9,1,2,2,1,5.40E-79,2,1,1,533.75
10,1,2,2,1,5.40E-79,2,1,1,21
11,1,2,2,1,5.40E-79,3,1,1,593
12,1,2,2,1,5.40E-79,6,1,1,45.25
13,1,2,2,1,5.40E-79,6,1,1,213.5
14,1,2,2,1,3,6,1,1,27
15,1,2,2,1,3,6,1,1,28
16,1,2,2,1,5.40E-79,6,1,1,15.25
1,1,2,3,1,5.40E-79,9,1,1,1014
2,1,2,3,1,5.40E-79,1,1,1,180
3,1,2,3,1,5.40E-79,1,1,1,16
4,1,2,3,1,1,1,1,1,255
5,1,2,3,1,1,1,1,1,3.92
6,1,2,3,1,1,1,1,1,8.33
7,1,2,3,1,5.40E-79,1,1,1,200
8,1,2,3,1,5.40E-79,3,1,1,293.63
9,1,2,3,1,5.40E-79,3,1,1,57.26
10,1,2,3,1,5.40E-79,3,1,1,402.5
11,1,2,3,1,5.40E-79,6,14,2,620
1,1,2,7,1,5.40E-79,7,1,1,600
2,1,2,7,1,5.40E-79,1,1,1,225
3,1,2,7,1,9,1,1,1,200
4,1,2,7,1,9,1,1,1,70
5,1,2,7,1,5.40E-79,1,1,1,248
6,1,2,7,1,5.40E-79,1,1,1,142
7,1,2,7,1,5.40E-79,7,,1,480
8,1,2,7,1,5.40E-79,7,1,1,480
9,1,2,7,1,5.40E-79,7,,1,480
10,1,2,7,1,4,3,2,2,29.38
11,1,2,7,1,4,3,2,2,48
12,1,2,7,1,4,3,2,2,120
13,1,2,7,1,4,3,2,2,30
14,1,2,7,1,4,3,2,2,1.5
15,1,2,7,1,4,3,2,2,37.19
16,1,2,7,1,5.40E-79,3,2,2,105
17,1,2,7,1,5.40E-79,3,2,2,78.75
18,1,2,7,1,5.40E-79,3,2,2,194
19,1,2,7,1,5.40E-79,3,2,2,35
20,1,2,7,1,5.40E-79,3,2,2,402.5
21,1,2,7,1,3,3,2,2,128
22,1,2,7,1,3,3,2,2,14
23,1,2,7,1,5.40E-79,7,,1,480
24,1,2,7,1,5.40E-79,6,1,1,43
25,1,2,7,1,5.40E-79,7,1,1,300
1,1,2,4,1,5.40E-79,9,1,1,1014
2,1,2,4,1,5.40E-79,2,1,1,308
3,1,2,4,1,2,3,1,1,42.5
4,1,2,4,1,2,3,1,1,38.25
5,1,2,4,1,2,3,1,1,345.66
6,1,2,4,1,5.40E-79,3,1,1,165
7,1,2,4,1,5.40E-79,3,1,1,196
8,1,2,4,1,5.40E-79,3,1,1,449.5
9,1,2,4,1,5.40E-79,4,1,1,210
10,1,2,4,1,5.40E-79,4,1,1,95
11,1,2,4,1,5.40E-79,4,1,1,31.66
12,1,2,4,1,5.40E-79,4,1,1,350.75
13,1,2,4,1,5.40E-79,4,1,1,3
14,1,2,4,1,5.40E-79,6,14,1,68.33
15,1,2,4,1,5.40E-79,6,1,1,113
1,1,2,5,1,5.40E-79,1,1,1,360
2,1,2,5,1,5.40E-79,1,1,1,150
3,1,2,5,1,5.40E-79,1,1,1,102
4,1,2,5,1,5.40E-79,1,1,1,4.72
5,1,2,5,1,5.40E-79,6,1,1,150
6,1,2,5,1,5.40E-79,6,1,1,360
7,1,2,5,1,5.40E-79,3,1,1,244
8,1,2,5,1,5.40E-79,3,1,1,315
9,1,2,5,1,5.40E-79,3,1,1,264.96
10,1,2,5,1,5,3,1,1,33
11,1,2,5,1,5,3,1,1,28
12,1,2,5,1,5,3,1,1,15
13,1,2,5,1,5,3,1,1,21
14,1,2,5,1,5,3,1,1,8
15,1,2,5,1,5.40E-79,6,1,1,150
16,1,2,5,1,5.40E-79,6,1,1,45
1,1,2,1,1,2,1,16,2,34.13
2,1,2,1,1,2,1,16,2,213.51
3,1,2,1,1,5.40E-79,5,16,2,60
4,1,2,1,1,5.40E-79,5,,2,105
5,1,2,1,1,5,2,2,2,35.5
6,1,2,1,1,5,2,2,2,226
7,1,2,1,1,5,2,2,2,14
8,1,2,1,1,5,2,2,2,20
9,1,2,1,1,5.40E-79,2,2,2,28
10,1,2,1,1,5.40E-79,2,2,2,40
11,1,2,1,1,5.40E-79,2,,2,525
12,1,2,1,1,5.40E-79,6,27,2,60
13,1,2,1,1,5.40E-79,6,27,2,45
14,1,2,1,1,5,3,2,1,35.5
15,1,2,1,1,5,3,2,1,226
16,1,2,1,1,5,3,2,1,14
17,1,2,1,1,5,3,2,1,20
18,1,2,1,1,5.40E-79,3,1,1,150
19,1,2,1,1,5.40E-79,3,1,1,248
20,1,2,1,1,5.40E-79,6,1,1,83.13
21,1,2,1,1,5.40E-79,7,1,1,155
1,1,2,1,1,5.40E-79,9,1,1,720
2,1,2,1,1,5.40E-79,6,1,1,78.75
3,1,2,1,1,5.40E-79,2,1,1,222
4,1,2,1,1,5.40E-79,3,1,1,110
1,1,2,6,1,1,1,3,2,525
2,1,2,6,1,1,1,3,2,43.75
3,1,2,6,1,1,1,3,2,24.5
4,1,2,6,1,5.40E-79,1,3,2,75
5,1,2,6,1,5.40E-79,1,1,1,480
6,1,2,6,1,5.40E-79,1,1,1,220
7,1,2,6,1,5,2,1,1,102
8,1,2,6,1,5,2,1,1,5
9,1,2,6,1,5.40E-79,2,1,1,21.88
10,1,2,6,1,5.40E-79,3,3,1,238
11,1,2,6,1,5.40E-79,3,1,1,217
12,1,2,6,1,5.40E-79,6,1,1,253.5
1,1,2,3,1,1,1,1,1,360
2,1,2,3,1,1,1,1,1,10.42
3,1,2,3,1,1,1,1,1,225
4,1,2,3,1,1,1,1,1,6.25
5,1,2,3,1,5.40E-79,1,1,1,240
6,1,2,3,1,5,1,1,1,56
7,1,2,3,1,5,1,1,1,85
10,1,2,3,1,5.40E-79,1,1,1,248
11,1,2,3,1,5.40E-79,4,1,1,500
12,1,2,3,1,5.40E-79,4,1,1,222
13,1,2,3,1,5.40E-79,4,1,1,542.5
14,1,2,3,1,5.40E-79,6,1,1,375
15,1,2,3,1,5.40E-79,6,1,1,356.5
16,1,2,3,1,5.40E-79,7,1,1,277.2
1,1,2,6,1,5.40E-79,1,1,1,126
2,1,2,6,1,5.40E-79,1,,1,240
3,1,2,6,1,5.40E-79,1,1,1,27.5
4,1,2,6,1,5,2,7,2,106
5,1,2,6,1,5,2,7,2,112
7,1,2,6,1,5,2,7,2,42
9,1,2,6,1,5.40E-79,2,7,2,124
10,1,2,6,1,5.40E-79,6,16,2,13
11,1,2,6,1,5.40E-79,6,16,2,2.5
12,1,2,6,1,5.40E-79,6,3,2,300
13,1,2,6,1,5.40E-79,3,16,2,2.92
14,1,2,6,1,5.40E-79,7,,1,240
15,1,2,6,1,5.40E-79,6,1,1,75
1,1,2,6,1,5.40E-79,1,14,2,207.81
2,1,2,6,1,5.40E-79,1,14,2,39.38
3,1,2,6,1,5.40E-79,1,99,2,1440
4,1,2,6,1,5.40E-79,6,1,2,125
5,1,2,6,1,5.40E-79,2,1,2,277
6,1,2,6,1,5.40E-79,2,1,2,250
7,1,2,6,1,5.40E-79,2,99,2,720
8,1,2,6,1,5.40E-79,3,2,2,120.75
9,1,2,6,1,5.40E-79,3,2,2,870
10,1,2,6,1,5.40E-79,3,2,2,500
11,1,2,6,1,5.40E-79,3,2,2,187.5
1,1,2,2,1,1,1,27,2,360
2,1,2,2,1,1,1,27,2,15
3,1,2,2,1,5,1,27,2,16
4,1,2,2,1,5,1,27,2,110
5,1,2,2,1,5,1,27,2,57
6,1,2,2,1,5,1,27,2,21
7,1,2,2,1,5.40E-79,9,1,2,2028
8,1,2,2,1,5.40E-79,2,14,2,524
9,1,2,2,1,5.40E-79,2,14,2,28
10,1,2,2,1,5.40E-79,3,1,2,558.9
11,1,2,2,1,5.40E-79,3,1,2,250
12,1,2,2,1,5.40E-79,3,1,2,236
13,1,2,2,1,5.40E-79,3,1,2,341
14,1,2,2,1,5.40E-79,6,1,1,108.15
1,1,2,6,1,5.40E-79,7,16,1,507
2,1,2,6,1,5.40E-79,1,16,2,137.81
3,1,2,6,1,2,2,1,2,727.5
4,1,2,6,1,2,2,1,2,10
5,1,2,6,1,2,2,1,2,10.5
6,1,2,6,1,5.40E-79,2,16,2,507
7,1,2,6,1,5.40E-79,4,1,1,8.44
8,1,2,6,1,6,4,1,1,1430.94
9,1,2,6,1,6,4,1,1,691.72
10,1,2,6,1,5.40E-79,4,1,1,507
1,4,1,7,1,5.40E-79,8,1,1,182.4
2,4,1,7,1,2,1,1,1,30.4
3,4,1,7,1,2,1,1,1,3.8
4,4,1,7,1,5.40E-79,1,1,1,15
5,4,1,7,1,5.40E-79,8,1,1,182.4
6,4,1,7,1,5.40E-79,8,,,
7,4,1,7,1,5.40E-79,8,1,1,182.4
8,4,1,7,1,5.40E-79,3,1,1,113.4
9,4,1,7,1,5.40E-79,8,,,
10,4,1,7,1,5.40E-79,8,1,1,243.2
11,4,1,7,1,2,3,1,1,30.4
12,4,1,7,1,2,3,1,1,3.8
13,4,1,7,1,5.40E-79,3,1,1,15
1,1,2,7,1,5.40E-79,1,,1,480
2,1,2,7,1,3,1,1,1,44
3,1,2,7,1,3,1,1,1,6.67
4,1,2,7,1,5.40E-79,1,,1,240
5,1,2,7,1,5.40E-79,2,1,1,134
6,1,2,7,1,5.40E-79,2,1,1,479.06
7,1,2,7,1,5.40E-79,2,,1,240
8,1,2,7,1,11,6,24,2,198
9,1,2,7,1,11,6,24,2,75
10,1,2,7,1,5.40E-79,6,,2,480
11,1,2,7,1,5.40E-79,6,1,1,50
12,1,2,7,1,5.40E-79,6,,1,240
13,1,2,7,1,5.40E-79,6,16,2,4
14,1,2,7,1,5.40E-79,3,2,2,320.25
15,1,2,7,1,5,3,2,2,28
16,1,2,7,1,5,3,2,2,56.5
19,1,2,7,1,5.40E-79,3,,2,480
1,1,2,4,1,5.40E-79,1,1,1,110
2,1,2,4,1,5.40E-79,1,1,1,147
3,1,2,4,1,5.40E-79,2,1,1,186
4,1,2,4,1,5.40E-79,2,1,1,120
5,1,2,4,1,5.40E-79,2,1,1,112
6,1,2,4,1,5.40E-79,7,1,1,360
7,1,2,4,1,5.40E-79,7,1,1,124
8,1,2,4,1,5.40E-79,3,1,1,581
9,1,2,4,1,9,3,1,1,125
10,1,2,4,1,9,3,1,1,4.67
1,1,2,1,1,5.40E-79,9,1,1,507
2,1,2,1,1,1,1,1,1,540
3,1,2,1,1,1,1,1,1,23.5
4,1,2,1,1,1,1,1,1,25
5,1,2,1,1,5.40E-79,6,1,1,315
6,1,2,1,1,5.40E-79,2,1,1,216.75
7,1,2,1,1,5.40E-79,2,1,1,160
8,1,2,1,1,5.40E-79,7,3,1,480
9,1,2,1,1,5.40E-79,7,3,1,55
10,1,2,1,1,5.40E-79,7,3,1,120
11,1,2,1,1,5.40E-79,3,1,1,69.13
12,1,2,1,1,5.40E-79,3,1,1,50.63
13,1,2,1,1,5.40E-79,3,1,1,42.73
14,1,2,1,1,5.40E-79,3,1,1,120
15,1,2,1,1,5.40E-79,3,1,1,155
16,1,2,1,1,5.40E-79,7,1,1,507
17,1,2,1,1,5.40E-79,7,1,1,744
18,1,2,1,1,5.40E-79,5,3,2,64
19,1,2,1,1,5.40E-79,5,3,2,110
20,1,2,1,1,5,5,3,2,115
21,1,2,1,1,5,5,3,2,14
22,1,2,1,1,5,5,3,2,17
23,1,2,1,1,5,5,3,2,5
24,1,2,1,1,5,5,3,2,16
25,1,2,1,1,5.40E-79,5,3,2,264.5
1,1,2,6,1,1,1,1,1,255
2,1,2,6,1,1,1,1,1,3.92
3,1,2,6,1,1,1,1,1,8.33
4,1,2,6,1,5.40E-79,1,1,1,54
5,1,2,6,1,5.40E-79,1,,1,150
6,1,2,6,1,12,2,2,1,100.5
7,1,2,6,1,12,2,2,1,14.69
8,1,2,6,1,5.40E-79,2,2,1,163
9,1,2,6,1,5.40E-79,2,1,1,282
10,1,2,6,1,5.40E-79,2,1,1,155
11,1,2,6,1,1,6,1,1,120
12,1,2,6,1,1,6,1,1,1.96
13,1,2,6,1,1,6,1,1,4.17
14,1,2,6,1,5.40E-79,3,1,1,75.94
15,1,2,6,1,5.40E-79,3,1,1,242.81
16,1,2,6,1,5.40E-79,3,4,1,105
17,1,2,6,1,5.40E-79,6,1,1,105
2,1,2,5,1,5.40E-79,7,1,2,720
3,1,2,5,1,5.40E-79,6,1,1,30
4,1,2,5,1,5.40E-79,6,27,1,870
1,1,2,6,1,5.40E-79,1,1,1,189
2,1,2,6,1,5.40E-79,1,,1,240
3,1,2,6,1,5.40E-79,6,1,2,40
4,1,2,6,1,5.40E-79,7,,2,240
5,1,2,6,1,13,2,1,2,6
6,1,2,6,1,13,2,1,2,52
7,1,2,6,1,5.40E-79,2,1,2,125
8,1,2,6,1,5.40E-79,2,1,2,56.7
9,1,2,6,1,5.40E-79,2,1,2,131
10,1,2,6,1,5.40E-79,7,,2,240
11,1,2,6,1,5.40E-79,6,1,2,26
12,1,2,6,1,5.40E-79,6,1,2,9.25
13,1,2,6,1,5.40E-79,6,,2,45
14,1,2,6,1,5.40E-79,3,3,1,62
15,1,2,6,1,5.40E-79,3,3,1,106
16,1,2,6,1,5.40E-79,3,1,1,183
17,1,2,6,1,5.40E-79,7,,1,120
1,1,2,2,1,5.40E-79,2,3,2,220
2,1,2,2,1,5.40E-79,2,3,2,180
3,1,2,2,1,5.40E-79,2,27,1,210
4,1,2,2,1,5.40E-79,2,27,1,224
5,1,2,2,1,5.40E-79,6,16,1,28
6,1,2,2,1,5.40E-79,6,16,1,28
7,1,2,2,1,14,6,1,1,33.75
8,1,2,2,1,14,6,1,1,79.99
9,1,2,2,1,5,6,1,1,56
10,1,2,2,1,5,6,1,1,93.63
12,1,2,2,1,5,6,1,1,42
14,1,2,2,1,5.40E-79,6,16,1,45
15,1,2,2,1,5.40E-79,6,,1,525
1,1,2,4,2,5.40E-79,11,1,1,248
2,1,2,4,2,5.40E-79,11,1,1,135
3,1,2,4,2,12,12,1,1,110
4,1,2,4,2,12,12,1,1,2.83
5,1,2,4,2,5.40E-79,12,1,1,250
6,1,2,4,2,5.40E-79,12,1,1,248
7,1,2,4,2,5.40E-79,17,27,2,44
8,1,2,4,2,5.40E-79,17,1,1,60
9,1,2,4,2,5.40E-79,17,1,1,244
10,1,2,4,2,2,14,1,1,40
11,1,2,4,2,2,14,1,1,162.67
1,1,2,7,1,1,8,1,1,1.27
2,1,2,7,1,1,8,1,1,61
3,1,2,7,1,1,8,1,1,3.8
4,1,2,7,1,1,8,1,1,183
5,1,2,7,1,2,8,,1,15
6,1,2,7,1,2,8,1,1,15
7,1,2,7,1,2,8,1,1,7.6
8,1,2,7,1,1,8,1,1,3.8
9,1,2,7,1,1,8,1,1,183
10,1,2,7,1,5.40E-79,8,1,1,56.7
11,1,2,7,1,5.40E-79,8,1,1,56.7
12,1,2,7,1,5.40E-79,8,1,1,56.7
13,1,2,7,1,1,8,1,2,1.58
14,1,2,7,1,1,8,1,2,76.25
15,1,2,7,1,5.40E-79,8,1,2,120
16,1,2,7,1,5.40E-79,8,2,2,46.88
17,1,2,7,1,5.40E-79,8,1,2,20
18,1,2,7,1,1,8,1,2,1.27
19,1,2,7,1,1,8,1,2,61
20,1,2,7,1,1,8,1,1,3.8
21,1,2,7,1,1,8,1,1,183
1,1,2,7,1,5.40E-79,7,1,1,542.5
2,1,2,7,1,5.40E-79,6,1,1,1740
3,1,2,7,1,5.40E-79,6,1,1,890.63
4,1,2,7,1,5.40E-79,6,1,1,126
5,1,2,7,1,5.40E-79,6,1,1,890.63
6,1,2,7,1,5.40E-79,3,1,1,503.13
7,1,2,7,1,5.40E-79,3,1,1,308
8,1,2,7,1,5.40E-79,3,1,1,325.5
9,1,2,7,1,5.40E-79,3,1,1,350
10,1,2,7,1,12,3,1,1,284.75
11,1,2,7,1,12,3,1,1,153
1,1,2,1,1,2,1,1,1,39.31
2,1,2,1,1,2,1,1,1,2.08
3,1,2,1,1,2,1,1,1,172.84
4,1,2,1,1,5.40E-79,1,,1,525
5,1,2,1,1,5.40E-79,1,1,1,21
6,1,2,1,1,5.40E-79,6,16,1,46.66
7,1,2,1,1,5.40E-79,6,,1,720
8,1,2,1,1,5.40E-79,6,3,1,113.75
9,1,2,1,1,90,6,16,1,135
10,1,2,1,1,90,6,16,1,4.44
11,1,2,1,1,5.40E-79,6,,1,150
12,1,2,1,1,5.40E-79,6,16,1,120
13,1,2,1,1,5.40E-79,6,16,1,50
14,1,2,1,1,5.40E-79,6,16,1,79.99
15,1,2,1,1,5.40E-79,6,16,1,91.66
16,1,2,1,1,5.40E-79,6,,1,720
17,1,2,1,1,5.40E-79,6,1,1,21
18,1,2,1,1,2,3,1,1,39.31
19,1,2,1,1,2,3,1,1,2.08
20,1,2,1,1,2,3,1,1,172.84
21,1,2,1,1,5.40E-79,3,,1,150
1,1,2,6,1,5.40E-79,7,1,1,120
2,1,2,6,1,5.40E-79,1,7,2,45
3,1,2,6,1,5.40E-79,1,7,2,240
4,1,2,6,1,5.40E-79,9,1,2,360
5,1,2,6,1,5.40E-79,2,1,2,92
6,1,2,6,1,5.40E-79,2,1,2,64
7,1,2,6,1,5.40E-79,2,1,2,42.5
8,1,2,6,1,5.40E-79,2,1,2,186
9,1,2,6,1,5.40E-79,4,8,2,172.5
10,1,2,6,1,5.40E-79,6,1,1,26
11,1,2,6,1,5.40E-79,3,2,1,59.5
12,1,2,6,1,3,3,2,1,43
13,1,2,6,1,3,3,2,1,15
14,1,2,6,1,5.40E-79,6,1,1,101.25
1,1,2,2,1,90,1,1,1,22.55
2,1,2,2,1,90,1,1,1,58.5
3,1,2,2,1,3,1,1,1,56
4,1,2,2,1,3,1,1,1,9.58
5,1,2,2,1,5.40E-79,6,1,2,372
6,1,2,2,1,5.40E-79,3,2,2,38.75
7,1,2,2,1,5.40E-79,3,1,2,507
8,1,2,2,1,5.40E-79,7,1,2,507
1,1,2,7,1,5.40E-79,1,27,2,35
2,1,2,7,1,1,1,27,2,525
3,1,2,7,1,1,1,27,2,79.99
4,1,2,7,1,5.40E-79,2,1,1,245
5,1,2,7,1,1,7,27,1,525
6,1,2,7,1,1,7,27,1,79.99
7,1,2,7,1,5.40E-79,7,,1,720
8,1,2,7,1,5.40E-79,6,1,1,245
9,1,2,7,1,90,3,1,1,281.25
10,1,2,7,1,90,3,1,1,2.08
11,1,2,7,1,5.40E-79,3,,1,600
12,1,2,7,1,1,7,27,1,525
13,1,2,7,1,1,7,27,1,79.99
14,1,2,7,1,5.40E-79,7,,1,507
15,1,2,7,1,5.40E-79,6,1,1,112.5
1,1,2,7,1,5.40E-79,1,1,1,21
2,1,2,7,1,5.40E-79,6,16,2,41.63
3,1,2,7,1,5.40E-79,6,1,2,48
4,1,2,7,1,5.40E-79,6,1,2,110
5,1,2,7,1,5.40E-79,7,1,1,155
6,1,2,7,1,5.40E-79,7,1,1,75
7,1,2,7,1,5.40E-79,3,1,1,265.63
8,1,2,7,1,5.40E-79,3,1,1,75
9,1,2,7,1,5.40E-79,7,1,1,75
1,1,2,2,1,5.40E-79,8,1,1,244
2,1,2,2,1,5.40E-79,8,1,2,183
3,1,2,2,1,5.40E-79,8,1,1,12
4,1,2,2,1,5.40E-79,8,1,1,183
5,1,2,2,1,5.40E-79,8,1,1,183
1,1,2,1,1,5.40E-79,9,,1,120
2,1,2,1,1,5.40E-79,7,,1,120
3,1,2,1,1,5.40E-79,3,27,1,45.94
4,1,2,1,1,5.40E-79,3,3,1,410
5,1,2,1,1,5.40E-79,3,27,1,1048.27
1,1,2,7,1,5.40E-79,1,3,2,372
2,1,2,7,1,5.40E-79,2,1,1,166
3,1,2,7,1,5.40E-79,2,1,1,360
4,1,2,7,1,5.40E-79,6,1,1,66.4
5,1,2,7,1,12,3,1,1,53.41
6,1,2,7,1,12,3,1,1,13.35
7,1,2,7,1,5.40E-79,3,1,1,121.5
8,1,2,7,1,5.40E-79,3,1,1,372
9,1,2,7,1,2,6,1,1,39.75
10,1,2,7,1,2,6,1,1,122.01
1,1,2,1,1,5.40E-79,8,1,1,243.2
2,1,2,1,1,2,8,1,1,20
3,1,2,1,1,2,8,1,1,60
4,1,2,1,1,2,8,1,1,20
5,1,2,1,1,2,8,1,1,28
6,1,2,1,1,2,8,1,1,245
7,1,2,1,1,2,8,1,1,15.2
8,1,2,1,1,5.40E-79,8,1,1,182.4
9,1,2,1,1,5.40E-79,8,1,1,28.35
10,1,2,1,1,5.40E-79,8,1,1,180
11,1,2,1,1,5.40E-79,8,1,1,33.75
12,1,2,1,1,5.40E-79,8,1,1,50
13,1,2,1,1,5.40E-79,8,1,1,70
14,1,2,1,1,1,8,1,1,62
15,1,2,1,1,1,8,,1,120
16,1,2,1,1,5.40E-79,8,1,1,124
17,1,2,1,1,5.40E-79,8,1,1,12
18,1,2,1,1,5.40E-79,8,1,1,30
19,1,2,1,1,5.40E-79,8,1,1,150
20,1,2,1,1,4,8,19,1,0.63
21,1,2,1,1,4,8,19,1,4.38
22,1,2,1,1,4,8,19,1,4.38
23,1,2,1,1,4,8,19,1,11.25
24,1,2,1,1,4,8,19,1,3.13
25,1,2,1,1,4,8,19,1,11.25
26,1,2,1,1,4,8,19,1,4.99
27,1,2,1,1,4,8,19,1,9.38
28,1,2,1,1,4,8,19,1,3.74
29,1,2,1,1,4,8,19,1,9.38
30,1,2,1,1,4,8,19,1,3.6
31,1,2,1,1,4,8,19,1,3.59
32,1,2,1,1,5.40E-79,8,19,1,120
33,1,2,1,1,5.40E-79,8,1,1,39
34,1,2,1,1,5.40E-79,8,1,1,14
